session,speaker,global_timestamp_sec,transcript
2021_05_21_ABI_S10,Qian Liu,909.0,"Yeah, yeah. Unbiased unbiased interpretation."
2021_05_21_ABI_S10,Sapun Parekh,975.0,"Yeah, we put out a data set very similar to that in the last year doing exactly that segmenting nuclei and and cells for people who want to develop algorithms because we are not good at that to actually try to do that."
2021_05_21_ABI_S10,Maryellen Giger UChicago,990.0,"Right, I'm going to agree with you and I'm going to go to Matt Lew, but I wanted to say that even in medical imaging, even though it's standardized."
2021_05_21_ABI_S10,Sapun Parekh,873.0,Thank you.
2021_05_21_ABI_S8,Dr. Anna Moore,644.0,"Um, in the beginning of my career, I used uh iron oxide nanoparticles as contrast agents uh to detect tumors and now we're using them actually as uh carriers as vehicles to deliver therapies and as imaging reporters as well, that's why it's image guided therapy."
2021_05_21_ABI_S8,Sixian You,978.0,42. Okay.
2021_05_21_ABI_S8,Mark Sellmyer,1005.0,"It's a great question how to image the matrix. There aren't great tools as I understand. Maybe someone else knows. I think there's some MR techniques and someone MR might be Molly can jump in and correct me but I think there are ways to look at like higher how hyaluronic acid or you know, things that are around but I I don't know too much that's um specific to ECM like imaging collagen. I mean, I guess the other other techniques that come to mind are like MR elastography that's like Yeah and and ultrasound sort of stiffness measurements."
2021_05_21_ABI_S8,Benjamin Bartelle,672.0,It's some reason it's okay to put in millimolar amounts of Gadolinium into a person.
2021_05_21_ABI_S8,Benjamin Bartelle,892.0,"We know that this drug goes hits T cells specifically. Great, we're building a theragnostic that's going to find the T cells and report back to us that it's done a job in it. So we have there is a way of bypassing some of that initial safety testing if you do go with these um biologics or just antibodies that are already approved. So there there's some hope there and I think the as we get better and better at this, we may start building out something like a grass list, you know, it's like generally recognized as safe list."
2021_05_21_ABI_S8,Sixian You,995.0,Companion diagnostics.
2021_05_21_ABI_S8,Molly Bright,1031.0,"Um, so that's that's my domain would be the brain, that's unfortunately what I can focus on. But there are so many drugs that I think sit into this category and if you think of all of the mood disorders and anything to do with mental health, anything to do with long-term degeneration of neural function uh and and dementia."
2021_05_21_ABI_S8,Mark Sellmyer,1132.0,"Right. So so efficacy as measured by some um, for psychiatric disease."
2021_05_21_ABI_S8,Benjamin Bartelle,732.0,"Yeah. I mean that's what we mean by multimodal, multimodal imaging."
2021_05_20_ABI_S1,Melike Lakadamyali,786.0,"Yeah, I agree with you on that. I was actually thinking about when Gokul mentioned AI based, you know, high density tracking. I feel like and this was one of the original questions I think in the PowerPoint, how do how many things do we need to track to be able to, you know, extract information about interactions. But the challenge there is again, I'm thinking from like the bias of tracking individual proteins, um this relies on sparse labeling. So you're labeling maybe 1% of the proteins that you're tracking. Um and then you label 1% of one protein in red and 1% of another protein in green, even if they're interacting, how do you really know they're interacting if you only label 1% of each um population."
2021_05_20_ABI_S1,Katharine White,1082.0,For label?
2021_05_20_ABI_S1,Jin Zhang,636.0,"Potentially, there are some molecules that could be tracked by itself, right? Or or or or identified by itself based on some unique property, then that will still give the molecular identity and the um kind of label free metabolites, you know, as Ellen mentioned a little bit and some of the sugar molecules. Uh so label free could be for some molecules with molecular identity."
2021_05_20_ABI_S1,Jin Zhang,795.0,"Exactly. if no um additional, you know, topics we could summarize."
2021_05_20_ABI_S1,Domenico (Nick) Galati,938.0,I mean.
2021_05_20_ABI_S1,Katharine White,971.0,Yeah.
2021_05_21_ABI_S13,Mimi Sammarco,914.0,"So we predominantly use microCT to look at bone growth and then of course the way Crystal does, you know, we do IHC and um looking at antigens and protein expression completely separately in two dimensions. You know, we don't get very good quantification. Um, and so we're interested in kind of like melding those things together."
2021_05_21_ABI_S13,Shannon Quinn,1063.0,"Yeah. Yeah, quantitative imaging."
2021_05_21_ABI_S13,Mimi Sammarco,638.0,"Oh, individual sections. Like even if you're a parent, you're not even Z stacking it, but just being able to get a better feel quantitatively in a predictive way through space that way, right, HC."
2021_05_21_ABI_S13,Melike Lakadamyali,926.0,Absolutely. I think the super resolution field is a good example of this um you know because our data actually not even intensity based. Um it's points in space and um you know we've gone through this like um uh phase where we were um um trying to to convert our images into intensity based images um but there a lot of problems with that and you know like the quantification again was very dependent on how you converted it into an intensity based image etc.
2021_05_21_ABI_S13,Samuel Achilefu,1057.0,"Yes, go ahead, Katie."
2021_05_21_ABI_S13,Dylan McCreedy | Texas A&M,990.0,[noise]
2021_05_21_ABI_S13,Unknown speaker,647.0,I don't see anything new.
2021_05_21_ABI_S13,Samuel Achilefu,638.0,Can you all see the program?
2021_05_21_ABI_S13,Shannon Quinn,717.0,Melika?
2021_05_21_ABI_S4,Benjamin Bartelle,719.0,"Hi. Uh I'm Ben Benjamin Bartel. I'm assistant professor just started this year at Arizona State University. I work on uh molecular tools for MRI. My goal is to uh non-invasively resolve and manipulate the neuroimmune system. So I do that with a combination of um uh just direct MRI methods uh through um just image analysis and I also build a host of molecular tools using directed evolution, signaling reporters, direct molecular sensors, etc. all for MRI and all in vivo."
